,Loan ID,Loan Grade,Term (months),Origination Date,Interest Rate,APR,Origination Fee,Loan Size,Outstanding Principal,Days Late,Delinquency Status,Charged Off Amount,Charged Off Date
54550,L57723,C,36,2017-03-15,13.81,18.24,360.0,6000.0,5444.36,0,Current,,
52208,L71493,B,60,2017-06-07,12.38,14.14,464.16,12100.0,11927.53,0,Current,,
8380,L6931,B,36,2015-05-11,10.2,13.76,700.0,14000.0,4356.71,0,Current,,
54741,L57943,C,36,2017-03-16,12.27,16.65,330.0,5500.0,4713.29,0,Current,,
54174,L57374,E,36,2017-03-13,25.07,29.84,1494.0,24900.0,22863.58,0,Current,,
46189,L50511,C,60,2016-12-29,19.37,22.32,390.0,6500.0,6103.13,0,Current,,
25190,L26561,E,36,2016-02-23,25.99,29.91,665.0,13300.0,0.0,0,Matured,,
50063,L55743,AA,60,2017-02-23,8.36,9.57,641.2,22900.0,21312.61,0,Current,,
4524,L37563,B,36,2016-08-03,9.49,11.69,157.35,5000.0,3618.69,0,Current,,
55512,L58960,A,36,2017-03-27,8.14,12.11,392.0,7000.0,6269.17,0,Current,,
11973,L10459,D,36,2015-07-30,20.74,25.33,900.0,15000.0,2569.25,0,Current,,
19006,L18890,A,36,2015-11-19,5.37,8.84,750.0,15000.0,0.0,0,Matured,,
45514,L68651,E,60,2017-05-23,18.32,19.96,47.21,1400.0,1371.03,0,Current,,
57761,L63590,D,36,2017-04-27,14.68,19.12,840.0,14000.0,12964.35,0,Current,,
50725,L58147,C,36,2017-03-20,11.85,15.56,486.78,9500.0,8565.11,0,Current,,
65678,L74974,D,60,2017-06-21,16.85,20.11,1005.75,15000.0,14836.1,0,Current,,
7121,L6568,C,36,2015-04-29,13.16,17.54,780.0,13000.0,0.0,0,Matured,,
69082,L75820,C,60,2017-06-26,15.35,18.21,228.0,3800.0,3748.84,0,Current,,
26131,L24695,B,36,2016-01-29,9.61,12.43,800.0,20000.0,10633.02,0,Current,,
43175,L45405,B,36,2016-11-03,9.3,13.29,560.0,10000.0,8016.29,0,Current,,
5039,L4148,A,36,2015-02-17,7.19,10.69,750.0,15000.0,3144.77,0,Current,,
5232,L4180,B,36,2015-02-18,9.45,13.0,350.0,7000.0,0.0,0,Matured,,
21958,L20558,D,36,2015-12-07,15.21,19.66,600.0,10000.0,5305.0,0,Current,,
15406,L14170,A,36,2015-09-25,6.02,9.5,475.0,9500.0,3897.58,0,Current,,
21626,L20130,B,36,2015-12-02,10.0,13.56,200.0,4000.0,0.0,0,Matured,,
43636,L64030,E,60,2017-05-01,17.71,19.6,156.36,4000.0,3915.92,0,Current,,
15720,L14960,D,36,2015-10-05,16.37,20.84,486.0,8100.0,0.0,514,Charged Off,7392.7,2016-04-12
23585,L22299,A,36,2015-12-30,8.27,11.8,275.0,5500.0,2763.19,0,Current,,
72053,L82654,E,60,2017-07-19,17.87,21.2,608.4,9000.0,9000.0,0,Current,,
28621,L61516,C,36,2017-04-14,11.91,15.61,251.08,4900.0,4554.49,0,Current,,
44742,L46420,A,36,2016-11-15,6.6,10.53,1400.0,25000.0,19856.87,0,Current,,
31908,L31173,C,36,2016-04-20,14.07,17.72,795.0,15900.0,9945.72,0,Current,,
33517,L33408,B,36,2016-06-06,10.55,14.57,224.0,4000.0,2697.48,0,Current,,
28169,L53642,AA,60,2017-02-02,7.94,8.84,321.3,15300.0,13984.97,0,Current,,
52038,L57572,E,36,2017-03-14,25.06,29.83,318.0,5300.0,4879.86,0,Current,,
68476,L74937,B,60,2017-06-20,12.52,16.09,267.16,3500.0,3457.23,0,Current,,
10999,L9855,D,36,2015-07-17,25.25,29.97,1812.0,30200.0,0.0,350,Charged Off,26656.97,2016-12-15
24122,L22762,B,36,2016-01-05,10.88,14.46,500.0,10000.0,5401.47,0,Current,,
5609,L5781,D,36,2015-04-07,18.15,22.67,600.0,10000.0,0.0,0,Matured,,
33307,L32870,D,36,2016-05-27,15.23,19.67,60.0,1000.0,692.03,0,Current,,
44071,L46717,B,60,2016-11-17,13.27,15.86,840.0,15000.0,0.0,0,Matured,,
10835,L9370,D,36,2015-07-07,18.73,23.27,330.0,5500.0,2184.87,0,Current,,
38213,L38628,B,36,2016-08-16,10.72,14.74,840.0,15000.0,10911.45,0,Current,,
66225,L72402,E,60,2017-06-12,26.19,29.8,627.01,9300.0,9240.65,0,Current,,
29213,L28149,B,36,2016-03-14,10.84,13.68,160.0,4000.0,0.0,0,Matured,,
3201,L2462,A,36,2014-12-02,8.93,11.73,800.0,20000.0,0.0,333,Charged Off,11211.55,2017-01-01
7293,L82970,C,36,2017-07-20,12.23,14.37,239.6,8000.0,8000.0,0,Current,,
48339,L50785,D,36,2017-01-04,17.15,21.65,1746.0,29100.0,25140.2,0,Current,,
5594,L22114,C,36,2015-12-29,12.58,16.05,480.0,10000.0,5475.03,0,Current,,
9153,L7434,A,36,2015-05-22,8.77,12.3,1300.0,26000.0,0.0,0,Charged Off,20159.73,2016-08-21
37684,L38472,B,60,2016-08-15,14.57,17.2,392.0,7000.0,6256.97,47,Delinquent,,
68928,L75604,C,60,2017-06-23,14.92,17.76,60.0,1000.0,988.51,0,Current,,
1367,L6186,A,36,2015-04-20,8.12,11.64,300.0,6000.0,1639.77,0,Current,,
45695,L47533,C,36,2016-11-29,13.28,17.65,480.0,8000.0,6685.69,0,Current,,
33426,L33603,B,36,2016-06-08,10.02,14.02,688.8,12300.0,0.0,297,Charged Off,11495.3,2016-10-03
27798,L26851,B,36,2016-02-26,10.59,12.71,300.0,10000.0,5664.04,0,Current,,
39439,L41831,B,36,2016-09-27,11.87,15.92,901.6,16100.0,0.0,0,Matured,,
73023,L81003,B,36,2017-07-14,9.2,13.06,573.67,10600.0,10600.0,0,Current,,
73375,L82097,E,60,2017-07-21,20.02,24.02,236.13,3000.0,3000.0,0,Current,,
42226,L43514,C,36,2016-10-17,14.16,18.57,600.0,10000.0,7704.12,0,Current,,
30096,L28918,B,36,2016-03-23,10.02,10.71,125.0,12500.0,0.0,0,Matured,,
36336,L36479,D,36,2016-07-21,15.37,19.81,900.0,15000.0,0.0,0,Matured,,
11639,L10228,B,36,2015-07-24,9.82,13.37,600.0,12000.0,4363.87,0,Current,,
42909,L53534,D,36,2017-02-01,15.6,18.06,354.06,10500.0,9306.91,0,Current,,
45145,L46979,B,36,2016-11-21,10.47,14.49,1120.0,20000.0,15974.28,0,Current,,
11148,L20418,AA,36,2015-12-04,4.74,6.79,480.0,16000.0,7836.61,0,Current,,
59705,L69691,D,60,2017-05-30,16.02,18.89,600.0,10000.0,9739.22,0,Current,,
39681,L40268,A,36,2016-09-09,5.51,9.41,940.8,16800.0,11165.41,0,Current,,
56730,L62809,A,60,2017-04-21,10.17,12.69,616.0,11000.0,9521.3,0,Current,,
57596,L61351,C,36,2017-04-14,12.65,17.03,600.0,10000.0,9302.31,0,Current,,
41563,L42795,C,36,2016-10-07,13.41,17.8,540.0,9000.0,6783.11,0,Current,,
50747,L54282,A,60,2017-02-08,10.4,12.92,560.0,10000.0,9343.83,0,Current,,
28378,L27667,D,36,2016-03-09,16.53,19.29,697.5,18600.0,0.0,0,Matured,,
44435,L65640,D,60,2017-05-09,16.49,18.16,490.98,14000.0,13675.39,0,Current,,
49121,L51490,A,60,2017-01-12,11.41,13.94,1120.0,20000.0,18481.5,0,Current,,
59948,L64581,B,60,2017-05-05,12.28,15.16,930.75,15000.0,14523.88,0,Current,,
15621,L13566,D,36,2015-09-17,15.48,19.93,630.0,10500.0,4662.53,0,Current,,
69303,L76528,B,60,2017-06-27,12.03,14.98,2494.83,39000.0,38517.4,0,Current,,
24721,L23344,C,36,2016-01-12,12.43,16.8,366.0,6100.0,2498.53,0,Current,,
9347,L15534,E,36,2015-10-13,25.27,29.99,342.0,5700.0,0.0,292,Charged Off,4851.34,2017-02-11
13119,L11191,D,36,2015-08-11,15.18,19.61,1200.0,20000.0,0.0,0,Matured,,
58965,L68121,A,60,2017-05-22,9.77,12.29,229.6,4100.0,3952.88,0,Current,,
6177,L5009,A,36,2015-03-13,6.68,10.17,400.0,8000.0,0.0,0,Matured,,
58654,L62613,C,36,2017-04-20,11.58,15.93,600.0,10000.0,9290.0,0,Current,,
67546,L77221,B,36,2017-06-29,9.26,13.24,392.0,7000.0,7000.0,0,Current,,
36742,L36970,C,36,2016-07-27,12.68,17.05,1398.0,23300.0,16352.53,0,Current,,
36833,L37137,B,36,2016-07-28,11.0,15.03,532.0,9500.0,6672.62,0,Current,,
6499,L5721,A,36,2015-04-07,7.51,11.02,250.0,5000.0,1500.43,0,Current,,
50842,L53506,B,36,2017-01-31,8.94,12.95,224.0,4000.0,3371.23,4,In Grace,,
18093,L16773,E,36,2015-10-27,19.41,23.97,1800.0,30000.0,15690.7,5,In Grace,,
19515,L28206,A,36,2016-03-14,7.54,9.09,786.8,35000.0,20250.33,0,Current,,
620,L533,A,36,2014-07-23,8.63,10.68,400.0,10000.0,1926.97,0,Current,,
50867,L53525,D,36,2017-02-01,15.87,20.34,2010.0,33500.0,29761.11,0,Current,,
72539,L80320,C,60,2017-07-12,15.35,18.82,360.25,5000.0,5000.0,0,Current,,
29172,L52471,A,36,2017-01-23,7.39,9.57,456.32,14500.0,12295.95,0,Current,,
2188,L5977,D,36,2015-04-13,17.47,21.97,300.0,5000.0,0.0,0,Matured,,
44695,L47415,B,36,2016-12-01,12.16,16.22,168.0,3000.0,0.0,153,Charged Off,3003.47,2017-06-30
57579,L63637,D,60,2017-04-27,16.42,19.31,420.0,7000.0,6768.05,0,Current,,
19654,L19427,A,36,2015-11-25,7.43,10.94,1250.0,25000.0,11807.6,0,Current,,
12799,L10774,A,36,2015-08-04,7.13,10.63,300.0,6000.0,2256.48,0,Current,,
66525,L72979,D,36,2017-06-14,13.81,17.59,827.68,16000.0,15636.17,0,Current,,
53891,L70329,E,60,2017-06-01,27.53,29.79,276.12,6500.0,6436.67,0,Current,,
39343,L69733,D,60,2017-05-30,16.42,18.06,348.7,10000.0,9736.03,0,Current,,
10104,L16975,AA,36,2015-11-03,4.52,4.52,0.0,5700.0,0.0,0,Matured,,
41450,L42427,B,36,2016-10-04,10.0,14.0,1400.0,25000.0,18734.03,0,Current,,
5409,L21062,A,36,2015-12-11,8.04,11.56,500.0,10000.0,5020.8,0,Current,,
58410,L62299,B,60,2017-04-19,13.59,16.2,728.0,13000.0,0.0,0,Matured,,
35603,L35556,B,36,2016-07-08,10.95,14.98,593.6,10600.0,7421.93,0,Current,,
62697,L69762,A,36,2017-05-30,8.0,11.94,644.0,11500.0,11222.55,0,Current,,
28798,L27851,A,36,2016-03-08,8.4,10.49,333.0,11100.0,6509.93,0,Current,,
54707,L58073,C,36,2017-03-20,11.81,16.18,90.0,1500.0,1358.39,0,Current,,
63847,L69776,C,36,2017-05-30,11.5,15.8,238.2,4000.0,3908.33,0,Current,,
25648,L28009,B,60,2016-03-10,12.39,14.21,836.0,20900.0,16516.15,0,Current,,
36630,L36710,B,36,2016-07-25,10.0,14.0,196.0,3500.0,2438.78,0,Current,,
18036,L16601,A,36,2015-10-26,7.38,10.89,550.0,11000.0,5224.52,0,Current,,
54987,L58228,D,36,2017-03-20,16.69,21.2,600.0,10000.0,10000.0,103,Delinquent,,
28186,L26907,B,36,2016-02-26,10.76,12.88,195.0,6500.0,3449.08,0,Current,,
28634,L28239,AA,36,2016-03-15,5.48,6.5,112.5,7500.0,4307.76,0,Current,,
17997,L16333,D,36,2015-10-21,13.88,18.29,1374.0,22900.0,10699.93,0,Current,,
25446,L26521,C,36,2016-02-23,13.96,17.06,640.5,15000.0,9203.82,4,In Grace,,
40588,L49418,C,36,2016-12-16,14.54,18.96,1434.0,23900.0,0.0,0,Matured,,
10879,L9215,B,36,2015-07-01,9.44,12.98,650.0,13000.0,0.0,0,Matured,,
70030,L77376,B,60,2017-06-30,10.89,14.01,850.63,12500.0,12292.16,0,Current,,
24831,L23477,D,36,2016-01-13,14.68,19.11,1800.0,30000.0,14538.28,0,Current,,
23894,L22751,A,36,2016-01-05,7.33,10.84,1750.0,35000.0,0.0,181,Charged Off,24860.55,2017-06-02
43895,L45501,B,60,2016-11-04,16.45,19.12,616.0,11000.0,0.0,0,Matured,,
47997,L50351,E,36,2016-12-28,23.68,28.36,600.0,10000.0,8505.44,0,Current,,
70786,L80837,B,60,2017-07-13,12.85,15.45,560.0,10000.0,10000.0,0,Current,,
4191,L3264,B,36,2015-01-08,9.16,12.7,550.0,11000.0,1359.43,0,Current,,
2898,L7730,B,36,2015-05-29,10.4,13.41,582.0,12000.0,0.0,0,Matured,,
10591,L8847,B,36,2015-06-24,9.61,13.16,850.0,17000.0,5721.84,0,Current,,
47320,L76571,E,60,2017-06-27,28.01,29.81,293.36,8700.0,8482.41,0,Current,,
48518,L57126,C,36,2017-03-09,13.19,17.6,618.0,10300.0,9334.67,0,Current,,
14612,L12571,C,36,2015-09-03,11.26,15.6,600.0,10000.0,4290.1,0,Current,,
22857,L21631,AA,36,2015-12-21,5.27,5.27,0.0,13500.0,6628.88,0,Current,,
27179,L64018,B,60,2017-05-10,11.66,13.08,157.35,5000.0,4876.05,0,Current,,
978,L807,D,36,2014-08-20,15.08,19.51,1500.0,25000.0,0.0,620,Charged Off,17462.26,2015-10-21
72545,L82813,C,60,2017-07-21,15.26,18.48,658.07,9800.0,9800.0,0,Current,,
19849,L18401,C,36,2015-11-16,12.92,17.3,690.0,11500.0,4106.31,0,Current,,
40796,L82341,B,60,2017-07-18,12.48,14.2,565.2,15000.0,15000.0,0,Current,,
65330,L76397,D,60,2017-06-27,16.81,19.71,300.0,5000.0,4906.17,0,Current,,
61540,L69256,B,36,2017-05-26,9.12,13.1,446.4,8000.0,7578.46,0,Current,,
41805,L42873,B,36,2016-10-07,8.29,12.25,784.0,14000.0,10815.22,0,Current,,
22957,L28337,A,36,2016-03-16,7.21,9.42,672.0,21000.0,12221.86,0,Current,,
43876,L60308,A,36,2017-04-11,8.36,10.55,125.88,4000.0,3703.28,0,Current,,
66316,L72769,E,60,2017-06-13,17.24,20.15,1200.0,20000.0,19634.34,0,Current,,
70850,L78565,A,36,2017-07-10,8.38,12.36,140.0,2500.0,2500.0,0,Current,,
73210,L85329,B,36,2017-07-27,11.01,15.57,191.13,3000.0,3000.0,0,Current,,
73162,L82302,A,36,2017-07-18,8.34,12.11,426.4,8000.0,8000.0,0,Current,,
32968,L32546,C,36,2016-05-23,12.53,16.14,600.0,12000.0,0.0,0,Matured,,
33802,L33381,A,36,2016-06-06,6.78,10.71,448.0,8000.0,5306.18,0,Current,,
64463,L71278,B,36,2017-06-06,10.78,14.81,308.0,5500.0,5369.22,0,Current,,
53983,L57468,B,36,2017-03-13,9.91,13.9,1260.0,22500.0,20299.42,0,Current,,
27906,L30676,C,36,2016-04-13,13.28,16.37,196.42,4600.0,2904.72,0,Current,,
17049,L15068,B,36,2015-10-05,10.16,13.72,390.0,7800.0,0.0,0,Matured,,
74537,L83254,B,60,2017-07-20,13.07,16.79,236.13,3000.0,3000.0,0,Current,,
33830,L34073,B,36,2016-06-15,10.64,14.66,240.8,4300.0,2889.62,0,Current,,
53398,L78898,E,60,2017-07-11,27.98,29.79,118.02,3500.0,3500.0,0,Current,,
45232,L46902,B,60,2016-11-21,13.43,16.03,1456.0,26000.0,23230.5,0,Current,,
62031,L69355,E,60,2017-05-30,17.69,20.61,180.0,3000.0,2970.77,0,Current,,
28888,L27706,B,36,2016-03-07,10.26,12.37,150.0,5000.0,2964.96,0,Current,,
63828,L72322,B,60,2017-06-12,13.7,16.31,560.0,10000.0,9881.44,0,Current,,
41691,L42703,D,36,2016-10-06,15.29,19.73,300.0,5000.0,3953.06,0,Current,,
1920,L48549,A,36,2016-12-09,8.09,10.27,147.91,4700.0,2407.97,0,Current,,
3719,L3735,D,36,2015-01-28,24.3,29.0,420.0,7000.0,0.0,0,Matured,,
6976,L6604,B,36,2015-04-30,10.7,14.27,300.0,6000.0,0.0,0,Matured,,
70424,L82138,D,60,2017-07-18,16.19,19.06,588.0,9800.0,9800.0,0,Current,,
14392,L11981,A,36,2015-08-25,7.25,10.75,875.0,17500.0,6304.79,0,Current,,
63180,L68583,B,60,2017-05-23,12.78,16.04,278.2,4000.0,3886.88,0,Current,,
60117,L64722,E,60,2017-05-03,26.59,29.82,408.0,6800.0,6689.08,0,Current,,
29312,L31352,D,36,2016-05-02,17.8,18.71,243.75,19500.0,0.0,0,Matured,,
14538,L14572,D,36,2015-09-30,15.95,20.41,564.0,9400.0,0.0,0,Matured,,
4903,L3921,C,36,2015-02-04,14.56,18.98,780.0,13000.0,2419.57,0,Current,,
61635,L69447,B,60,2017-05-30,10.97,13.66,2071.65,35000.0,34575.61,0,Current,,
43154,L44470,E,36,2016-10-25,25.03,29.63,354.0,5900.0,0.0,0,Matured,,
36490,L37120,C,36,2016-07-27,14.68,19.1,480.0,8000.0,5651.02,0,Current,,
36566,L36664,B,36,2016-07-25,9.27,13.26,560.0,10000.0,6968.85,0,Current,,
32587,L32098,C,36,2016-05-12,13.67,18.84,504.0,7200.0,0.0,0,Matured,,
15613,L15331,D,36,2015-10-08,18.08,22.6,600.0,10000.0,4778.7,0,Current,,
74985,L85011,B,60,2017-07-27,11.85,15.2,360.25,5000.0,5000.0,0,Current,,
1181,L937,C,36,2014-09-03,12.97,17.35,1200.0,20000.0,0.0,0,Matured,,
37508,L37884,B,36,2016-08-08,8.46,12.43,448.0,8000.0,5774.55,0,Current,,
47890,L53290,E,36,2017-01-30,25.06,29.82,438.0,7300.0,6382.21,0,Current,,
2555,L2036,A,36,2014-11-06,7.65,10.44,1000.0,25000.0,3031.31,0,Current,,
18128,L16238,C,36,2015-10-20,11.67,16.01,630.0,10500.0,4821.41,0,Current,,
73202,L81138,A,36,2017-07-14,8.76,12.47,757.19,14500.0,14500.0,0,Current,,
39145,L49488,B,36,2016-12-19,12.16,14.4,377.64,12000.0,9974.4,0,Current,,
62209,L67099,E,60,2017-05-16,25.47,29.78,152.0,1900.0,1867.9,0,Current,,
41313,L56606,A,36,2017-03-06,6.75,10.69,588.0,10500.0,9421.83,0,Current,,
33140,L32672,C,36,2016-05-24,12.56,16.93,2400.0,40000.0,26052.58,0,Current,,
21047,L27744,B,36,2016-03-07,9.88,11.87,962.88,34000.0,20.54,0,Current,,
65805,L75269,D,60,2017-06-22,16.87,20.11,1067.68,16000.0,15825.26,0,Current,,
28155,L64343,A,36,2017-05-02,8.71,10.91,261.2,8300.0,7893.74,0,Current,,
75156,L85953,B,60,2017-07-31,11.91,14.91,1626.25,25000.0,25000.0,0,Current,,
11213,L15385,D,36,2015-10-09,16.82,21.3,420.0,7000.0,4125.46,114,Delinquent,,
21895,L20618,B,60,2015-12-07,12.73,14.56,260.0,6500.0,4633.44,0,Current,,
22508,L21287,B,36,2015-12-15,8.75,12.29,400.0,8000.0,0.0,0,Matured,,
31704,L30968,A,36,2016-04-18,8.24,12.2,1120.0,20000.0,12257.32,0,Current,,
72891,L80773,C,60,2017-07-13,15.12,18.68,310.59,4200.0,4200.0,0,Current,,
53716,L56978,AA,60,2017-03-09,9.33,10.56,168.0,6000.0,5681.39,0,Current,,
2396,L20893,B,36,2015-12-16,8.5,12.03,1250.0,25000.0,12594.08,0,Current,,
31132,L30272,E,36,2016-04-07,26.0,29.93,425.0,8500.0,0.0,0,Matured,,
54488,L57613,A,36,2017-03-14,6.69,10.63,560.0,10000.0,8961.54,0,Current,,
32617,L32908,A,36,2016-05-27,7.72,13.35,588.0,7500.0,4786.7,0,Current,,
51309,L54092,E,36,2017-02-07,22.48,27.14,1800.0,30000.0,26883.07,0,Current,,
1765,L1445,D,36,2014-10-06,19.65,24.21,1080.0,18000.0,0.0,573,Charged Off,15165.56,2015-10-09
71782,L79486,B,60,2017-07-10,11.94,15.05,1005.75,15000.0,15000.0,0,Current,,
35334,L35262,B,36,2016-07-05,11.59,15.63,1120.0,20000.0,14079.87,0,Current,,
37408,L38462,A,36,2016-08-15,8.06,12.02,392.0,7000.0,5035.95,0,Current,,
74143,L82663,C,36,2017-07-19,12.22,16.05,696.04,13200.0,13200.0,0,Current,,
64903,L77121,A,36,2017-06-29,7.97,11.92,840.0,15000.0,15000.0,0,Current,,
48667,L51172,E,36,2017-01-09,25.06,29.79,318.0,5300.0,4660.7,0,Current,,
40252,L40887,D,36,2016-09-19,21.62,26.24,534.0,8900.0,7170.19,13,In Grace,,
39436,L41657,D,36,2016-09-26,18.74,23.28,162.0,2700.0,2343.09,97,Delinquent,,
42081,L43238,B,36,2016-10-12,10.84,14.86,1489.6,26600.0,20727.67,0,Current,,
50741,L53267,B,36,2017-01-30,9.83,13.85,2800.0,50000.0,42449.94,0,Current,,
34950,L34761,B,36,2016-06-27,10.84,14.86,280.0,5000.0,3514.21,5,In Grace,,
38659,L39143,D,36,2016-08-24,16.19,20.66,1200.0,20000.0,14864.87,0,Current,,
3973,L3125,A,36,2015-01-06,6.6,10.09,500.0,10000.0,0.0,0,Matured,,
72192,L79960,C,60,2017-07-11,14.25,17.56,453.31,6500.0,6500.0,0,Current,,
69473,L78869,D,60,2017-07-07,15.46,18.33,2640.0,44000.0,44000.0,0,Current,,
41530,L43422,B,36,2016-10-14,12.76,16.82,560.0,10000.0,7344.46,0,Current,,
37824,L38402,B,36,2016-08-15,9.82,13.82,280.0,5000.0,3623.7,0,Current,,
31483,L32066,C,36,2016-05-11,12.96,16.59,500.0,10000.0,6561.85,0,Current,,
69192,L79377,E,60,2017-07-10,17.57,20.96,757.57,11000.0,11000.0,0,Current,,
27036,L26618,B,60,2016-02-24,14.49,16.34,708.0,17700.0,0.0,0,Matured,,
33553,L36932,B,36,2016-07-26,11.15,15.18,644.0,11500.0,8082.9,0,Current,,
72745,L82996,C,60,2017-07-20,14.61,17.82,608.4,9000.0,9000.0,0,Current,,
33811,L33430,A,36,2016-06-07,7.66,11.61,224.0,4000.0,2872.61,55,Delinquent,,
49595,L52062,C,36,2017-01-23,12.53,16.91,780.0,13000.0,11149.71,0,Current,,
24002,L22550,C,36,2016-01-04,12.25,16.61,732.0,12200.0,7068.1,28,Delinquent,,
3454,L4483,D,36,2015-02-26,16.64,21.11,480.0,8000.0,0.0,340,Charged Off,5031.59,2016-12-25
21291,L19838,B,60,2015-12-01,14.87,16.73,520.0,13000.0,0.0,457,Charged Off,13164.61,2016-08-30
6946,L6996,B,36,2015-05-12,10.35,13.91,800.0,16000.0,0.0,0,Matured,,
74088,L82397,C,36,2017-07-18,13.34,17.61,261.72,4500.0,4500.0,0,Current,,
70586,L78976,A,60,2017-07-07,10.29,12.82,812.0,14500.0,14500.0,0,Current,,
17753,L16206,E,36,2015-10-20,25.19,29.91,804.0,13400.0,6754.06,0,Current,,
37016,L37358,C,36,2016-07-29,13.67,18.07,882.0,14700.0,9530.93,0,Current,,
75758,L86011,C,36,2017-07-31,11.51,15.36,616.06,11500.0,11500.0,0,Current,,
66633,L74990,E,60,2017-06-21,18.06,21.25,1688.18,26000.0,25724.75,0,Current,,
48896,L68193,C,60,2017-05-22,13.84,15.4,849.74,25200.0,24610.63,0,Current,,
1645,L1660,B,36,2014-10-23,10.13,13.69,1250.0,25000.0,0.0,0,Matured,,
30783,L41330,C,36,2016-09-22,12.71,17.08,150.0,2500.0,694.71,0,Current,,
8183,L6712,D,36,2015-05-04,19.47,24.02,180.0,3000.0,1031.1,0,Current,,
57941,L63923,B,60,2017-04-28,12.72,15.6,620.5,10000.0,9613.29,0,Current,,
29236,L41860,C,36,2016-09-27,14.42,16.85,101.16,3000.0,0.0,0,Matured,,
19768,L19325,D,36,2015-11-25,15.21,19.65,1200.0,20000.0,10632.29,7,In Grace,,
48735,L51245,B,36,2017-01-10,10.77,14.74,1120.0,20000.0,0.0,0,Matured,,
43330,L44821,B,60,2016-11-01,13.91,16.52,1120.0,20000.0,18050.45,0,Current,,
38436,L38793,D,36,2016-08-18,16.15,20.61,1308.0,21800.0,0.0,317,Charged Off,23262.57,2017-01-17
27072,L25663,B,36,2016-02-11,11.08,13.93,280.0,7000.0,0.0,0,Matured,,
75108,L84377,C,36,2017-07-25,12.92,16.71,520.5,10000.0,10000.0,0,Current,,
54578,L59211,C,36,2017-03-28,14.96,19.42,900.0,15000.0,13646.38,0,Current,,
48923,L51420,AA,60,2017-01-12,7.29,8.49,308.0,11000.0,10067.73,0,Current,,
51511,L54261,A,36,2017-02-08,5.58,9.49,420.0,7500.0,6529.27,0,Current,,
22849,L23795,A,36,2016-01-19,5.74,7.94,624.0,19500.0,10153.86,0,Current,,
74493,L83868,E,60,2017-07-24,25.94,29.82,360.25,5000.0,5000.0,0,Current,,
2675,L26225,A,36,2016-02-19,7.32,9.54,441.6,13800.0,7643.77,0,Current,,
37289,L38001,D,36,2016-08-09,15.17,19.61,420.0,7000.0,4962.23,0,Current,,
2452,L1973,D,36,2014-11-04,16.39,20.86,1500.0,25000.0,3406.33,0,Current,,
68733,L77364,E,60,2017-07-03,26.59,29.81,966.0,16100.0,0.0,0,Matured,,
3195,L2475,D,36,2014-12-03,16.11,20.58,1020.0,17000.0,0.0,0,Matured,,
14575,L14635,D,36,2015-10-01,14.83,19.26,1200.0,20000.0,0.0,0,Charged Off,17295.45,2016-10-30
8805,L7209,A,36,2015-05-21,6.91,10.4,500.0,10000.0,0.0,0,Matured,,
17511,L17603,C,36,2015-11-10,11.95,16.3,678.0,11300.0,0.0,325,Charged Off,9278.3,2017-01-09
28204,L26972,D,36,2016-02-29,18.43,22.18,150.0,3000.0,1868.06,0,Current,,
18920,L18668,B,36,2015-11-17,10.35,13.92,250.0,5000.0,0.0,318,Charged Off,3893.39,2017-01-16
8163,L7375,AA,36,2015-05-21,5.95,8.0,750.0,25000.0,0.0,0,Matured,,
75120,L84465,E,60,2017-07-25,17.41,21.3,236.13,3000.0,3000.0,0,Current,,
18398,L16555,A,36,2015-10-26,5.97,9.45,600.0,12000.0,4233.63,0,Current,,
65188,L72632,C,60,2017-06-13,14.66,17.5,750.0,12500.0,12345.39,0,Current,,
50315,L54043,E,36,2017-02-07,25.05,29.78,162.0,2700.0,2429.63,0,Current,,
20722,L20694,C,36,2015-12-08,14.06,18.48,1200.0,20000.0,0.0,0,Matured,,
166,L256,A,36,2014-06-04,7.64,9.71,150.0,5000.0,0.0,0,Matured,,
69935,L77149,C,36,2017-06-29,12.87,16.74,639.6,12000.0,11672.19,0,Current,,
16013,L13700,B,36,2015-09-21,9.63,13.18,1500.0,30000.0,12699.77,0,Current,,
5620,L4502,AA,36,2015-02-26,6.25,8.31,450.0,15000.0,0.0,0,Matured,,
28774,L28231,A,36,2016-03-15,7.91,10.7,280.0,7000.0,0.0,0,Matured,,
5048,L4051,B,36,2015-02-11,11.9,15.5,300.0,6000.0,1352.17,0,Current,,
60270,L71427,C,60,2017-06-08,14.79,17.2,1024.8,20000.0,19761.36,0,Current,,
30586,L30264,A,36,2016-04-08,8.12,8.8,150.0,15000.0,8398.72,0,Current,,
11897,L10132,D,36,2015-07-23,22.39,27.02,222.0,3700.0,0.0,0,Matured,,
21802,L20432,B,36,2015-12-04,8.39,11.91,500.0,10000.0,5033.92,0,Current,,
39767,L41008,B,36,2016-09-19,11.32,15.35,2800.0,50000.0,37740.16,0,Current,,
50779,L53403,B,36,2017-01-31,10.04,14.08,840.0,15000.0,12782.68,0,Current,,
28324,L27029,C,36,2016-02-29,13.19,16.82,350.0,7000.0,4231.37,0,Current,,
4733,L3791,AA,36,2015-01-30,6.39,8.45,300.0,10000.0,0.0,0,Matured,,
42756,L45683,B,36,2016-11-08,10.9,14.93,224.0,4000.0,3218.36,0,Current,,
1942,L1489,C,36,2014-10-08,13.41,17.8,1500.0,25000.0,0.0,0,Matured,,
53978,L57187,E,36,2017-03-10,25.04,29.8,372.0,6200.0,5717.63,0,Current,,
